,input_ids,question,question_raw,references,mapping,top_k_logprobs
439,id_trial0_n439,"Question: How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?
","Question: How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?
A. A lot of confidence
B. Some confidence
C. Not too much confidence
D. No confidence at all
E. Refused
Answer:","['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'Refused'}","{' E': -0.7627864480018616, ' A': -1.7627863883972168, ' C': -2.012786388397217, ' B': -2.887786388397217, ' D': -2.950286388397217, ' ?\n\n': -3.137786388397217, ' Option': -4.512786388397217, ' ?\n': -4.950286388397217, ' To': -5.325286388397217, ' The': -5.700286388397217}"
440,id_trial0_n440,"Question: How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?
","Question: How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?
A. A lot of confidence
B. Some confidence
C. Not too much confidence
D. No confidence at all
E. Refused
Answer:","['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'Refused'}","{' E': -1.0947211980819702, ' A': -1.3447211980819702, ' C': -2.0947213172912598, ' ?\n\n': -2.6572213172912598, ' To': -3.1572213172912598, ' Option': -3.3447213172912598, ' B': -3.4697213172912598, ' D': -3.9072213172912598, ' ?\n': -4.65722131729126, ' The': -5.15722131729126}"
441,id_trial0_n441,"Question: How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?
","Question: How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?
A. A lot of confidence
B. Some confidence
C. Not too much confidence
D. No confidence at all
E. Refused
Answer:","['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'Refused'}","{' E': -0.9937527775764465, ' A': -1.8687527179718018, ' C': -1.9937527179718018, ' ?\n\n': -2.4312527179718018, ' To': -2.8687527179718018, ' B': -3.1187527179718018, ' D': -3.4312527179718018, ' ?\n': -4.118752956390381, ' Option': -4.243752956390381, ' The': -5.118752956390381}"
442,id_trial0_n442,"Question: In the US, how strong, if at all, are conflicts between people who support different political parties?
","Question: In the US, how strong, if at all, are conflicts between people who support different political parties?
A. Very strong conflicts
B. Strong conflicts
C. Not very strong conflicts
D. There are not conflicts
E. Refused
Answer:","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']","{'A': 'Very strong conflicts', 'B': 'Strong conflicts', 'C': 'Not very strong conflicts', 'D': 'There are not conflicts', 'E': 'Refused'}","{' C': -1.088186264038086, ' B': -1.463186264038086, ' E': -1.900686264038086, ' A': -2.088186264038086, ' Option': -2.963186264038086, ' D': -4.463186264038086, ' The': -4.713186264038086, ' ?\n\n': -4.775686264038086, ' ': -5.275686264038086, ' To': -5.400686264038086}"
443,id_trial0_n443,"Question: In the US, how strong, if at all, are conflicts between people who practice different religions?
","Question: In the US, how strong, if at all, are conflicts between people who practice different religions?
A. Very strong conflicts
B. Strong conflicts
C. Not very strong conflicts
D. There are not conflicts
E. Refused
Answer:","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']","{'A': 'Very strong conflicts', 'B': 'Strong conflicts', 'C': 'Not very strong conflicts', 'D': 'There are not conflicts', 'E': 'Refused'}","{' C': -0.8122691512107849, ' E': -1.3122692108154297, ' B': -2.4997692108154297, ' A': -2.9997692108154297, ' Option': -3.0622692108154297, ' ?\n\n': -4.31226921081543, ' D': -4.37476921081543, ' The': -4.74976921081543, ' To': -5.12476921081543, ' ': -5.24976921081543}"
444,id_trial0_n444,"Question: In the US, do you think discrimination against people based on their race or ethnicity is a
","Question: In the US, do you think discrimination against people based on their race or ethnicity is a
A. Very serious problem
B. Somewhat serious problem
C. Not too serious problem
D. Not a problem at all
E. Refused
Answer:","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']","{'A': 'Very serious problem', 'B': 'Somewhat serious problem', 'C': 'Not too serious problem', 'D': 'Not a problem at all', 'E': 'Refused'}","{' A': -0.347932904958725, ' E': -2.035432815551758, ' B': -3.285432815551758, ' ?\n\n': -4.160432815551758, ' C': -4.222932815551758, ' D': -4.535432815551758, ' Option': -4.722932815551758, ' I': -4.785432815551758, ' Please': -5.222932815551758, ' The': -5.285432815551758}"
445,id_trial0_n445,"Question: How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?
","Question: How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?
A. Very concerned
B. Somewhat concerned
C. Not too concerned
D. Not at all concerned
E. Refused
Answer:","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']","{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned', 'E': 'Refused'}","{' A': -1.693227767944336, ' D': -1.755727767944336, ' E': -1.818227767944336, ' ?\n\n': -2.005727767944336, ' C': -2.255727767944336, ' B': -2.568227767944336, ' Option': -3.380727767944336, ' ?\n': -3.380727767944336, ' F': -4.755727767944336, ' To': -4.755727767944336}"
446,id_trial0_n446,"Question: How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make
","Question: How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make
A. A lot of changes
B. Some changes
C. Only a few changes
D. No changes at all
E. Refused
Answer:","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']","{'A': 'A lot of changes', 'B': 'Some changes', 'C': 'Only a few changes', 'D': 'No changes at all', 'E': 'Refused'}","{' A': -1.1763769388198853, ' E': -1.3013769388198853, ' B': -1.8013769388198853, ' C': -2.4888768196105957, ' D': -3.4888768196105957, ' ?\n\n': -3.9263768196105957, ' Option': -4.113876819610596, ' I': -4.426376819610596, ' The': -4.676376819610596, '________': -5.176376819610596}"
447,id_trial0_n447,"Question: Would you say the US is doing a good or bad job dealing with global climate change?
","Question: Would you say the US is doing a good or bad job dealing with global climate change?
A. Very good job
B. Somewhat good job
C. Somewhat bad job
D. Very bad job
E. Refused
Answer:","['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']","{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'Refused'}","{' E': -1.2825433015823364, ' ?\n\n': -1.6575433015823364, ' A': -1.8450433015823364, ' B': -2.220043182373047, ' C': -2.282543182373047, ' D': -3.345043182373047, ' ?\n': -3.345043182373047, ' To': -4.345043182373047, ' Option': -4.657543182373047, ' ': -4.970043182373047}"
448,id_trial0_n448,"Question: Would you say the United Nations are doing a good or bad job dealing with global climate change?
","Question: Would you say the United Nations are doing a good or bad job dealing with global climate change?
A. Very good job
B. Somewhat good job
C. Somewhat bad job
D. Very bad job
E. Refused
Answer:","['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']","{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'Refused'}","{' E': -1.4311257600784302, ' ?\n\n': -1.5561257600784302, ' A': -1.8061257600784302, ' B': -2.1811256408691406, ' C': -2.1811256408691406, ' ?\n': -3.4936256408691406, ' D': -3.5561256408691406, ' To': -3.9311256408691406, ' Option': -4.368625640869141, ' ': -5.118625640869141}"
449,id_trial0_n449,"Question: Would you say China is doing a good or bad job dealing with global climate change?
","Question: Would you say China is doing a good or bad job dealing with global climate change?
A. Very good job
B. Somewhat good job
C. Somewhat bad job
D. Very bad job
E. Refused
Answer:","['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']","{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'Refused'}","{' E': -1.1836751699447632, ' A': -1.4336751699447632, ' ?\n\n': -2.1211752891540527, ' B': -2.1836752891540527, ' C': -2.5586752891540527, ' D': -3.5586752891540527, ' To': -3.8711752891540527, ' ?\n': -4.121175289154053, ' Option': -4.308675289154053, ' ': -5.121175289154053}"
450,id_trial0_n450,"Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
","Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy
D. Refused
Answer:","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']","{'A': ""Benefit America's economy"", 'B': ""Harm America's economy"", 'C': ""Have no impact on America's economy"", 'D': 'Refused'}","{' A': -0.5652267932891846, ' C': -1.4402267932891846, ' B': -2.5652267932891846, ' Option': -3.3777267932891846, ' D': -4.0652265548706055, ' I': -4.7527265548706055, ' The': -5.3152265548706055, ' Why': -5.5027265548706055, ' ?\n\n': -5.6277265548706055, ' option': -5.6902265548706055}"
451,id_trial0_n451,"Question: How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?
","Question: How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -0.8291292190551758, ' ?\n\n': -1.8291292190551758, ' D': -1.9541292190551758, ' A': -2.579129219055176, ' B': -3.204129219055176, ' ?\n': -3.204129219055176, ' C': -3.391629219055176, ' Option': -4.266629219055176, ' To': -4.891629219055176, ' The': -5.266629219055176}"
452,id_trial0_n452,"Question: How important, if at all, is it that the US is generally respected by other countries around the world?
","Question: How important, if at all, is it that the US is generally respected by other countries around the world?
A. Very important
B. Somewhat important
C. Not too important
D. Not at all important
E. Refused
Answer:","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not at all important', 'E': 'Refused'}","{' E': -1.1220651865005493, ' A': -1.2470651865005493, ' B': -2.4345650672912598, ' C': -2.7470650672912598, ' ?\n\n': -3.1845650672912598, ' Option': -3.6220650672912598, ' The': -3.9345650672912598, ' D': -3.9970650672912598, ' To': -4.30956506729126, ' ?\n': -4.55956506729126}"
453,id_trial0_n453,"Question: Now that Joe Biden is president, do you think other countries view the U.S
","Question: Now that Joe Biden is president, do you think other countries view the U.S
A. A lot more positively
B. A little more positively
C. A little more negatively
D. A lot more negatively
E. Refused
Answer:","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']","{'A': 'A lot more positively', 'B': 'A little more positively', 'C': 'A little more negatively', 'D': 'A lot more negatively', 'E': 'Refused'}","{' E': -1.005911111831665, ' A': -1.630911111831665, ' C': -1.880911111831665, ' B': -1.880911111831665, ' ?\n\n': -3.193411111831665, ' D': -3.380911111831665, ' I': -5.443410873413086, ' ': -5.443410873413086, ' ?\n': -5.505910873413086, ' Option': -5.568410873413086}"
454,id_trial0_n454,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.4584338665008545, ' B': -1.8334338665008545, ' C': -2.3334338665008545, ' D': -3.0834338665008545, ' I': -4.458434104919434, ' ?\n\n': -4.958434104919434, ' The': -5.270934104919434, ' (': -5.895934104919434, ' Option': -5.895934104919434, ' According': -5.958434104919434}"
455,id_trial0_n455,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.473940908908844, ' B': -1.8489408493041992, ' C': -2.098940849304199, ' D': -3.411440849304199, ' I': -4.473940849304199, ' The': -4.786440849304199, ' Option': -5.786440849304199, ' According': -5.973940849304199, ' (': -6.411440849304199, ' ?\n\n': -6.411440849304199}"
456,id_trial0_n456,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -1.089264154434204, ' B': -1.339264154434204, ' C': -1.339264154434204, ' D': -2.714264154434204, ' ?\n\n': -4.776763916015625, ' The': -4.901763916015625, ' I': -4.964263916015625, ' Option': -5.276763916015625, ' According': -5.964263916015625, ' (': -6.214263916015625}"
457,id_trial0_n457,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think dealing with global climate change should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think dealing with global climate change should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.5367543697357178, ' B': -1.9117543697357178, ' C': -1.9117543697357178, ' D': -3.3492543697357178, ' I': -3.9742543697357178, ' The': -4.974254608154297, ' Option': -5.474254608154297, ' According': -5.724254608154297, ' ?\n\n': -5.849254608154297, ' Let': -6.099254608154297}"
458,id_trial0_n458,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing the spread of infectious diseases should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing the spread of infectious diseases should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.6576839685440063, ' B': -1.7826839685440063, ' C': -1.9076839685440063, ' D': -2.657683849334717, ' I': -4.220183849334717, ' The': -4.720183849334717, ' According': -5.157683849334717, ' ?\n\n': -5.407683849334717, ' Option': -5.720183849334717, ' Let': -5.907683849334717}"
459,id_trial0_n459,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Iran should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Iran should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.92153000831604, ' B': -1.29653000831604, ' C': -1.54653000831604, ' D': -2.79653000831604, ' The': -4.859029769897461, ' I': -5.109029769897461, ' ?\n\n': -5.546529769897461, ' Option': -5.609029769897461, ' According': -6.359029769897461, ' Let': -6.546529769897461}"
460,id_trial0_n460,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think getting other countries to assume more of the costs of maintaining world order should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think getting other countries to assume more of the costs of maintaining world order should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' B': -0.6053652167320251, ' C': -1.48036527633667, ' A': -1.73036527633667, ' D': -4.16786527633667, ' The': -5.54286527633667, ' I': -5.54286527633667, ' Option': -6.16786527633667, ' ?\n\n': -6.16786527633667, ' (': -6.23036527633667, ' According': -6.73036527633667}"
461,id_trial0_n461,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think aiding refugees fleeing violence around the world should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think aiding refugees fleeing violence around the world should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.8151277303695679, ' B': -1.3151277303695679, ' C': -1.8151277303695679, ' D': -2.8151278495788574, ' I': -4.440127849578857, ' The': -4.940127849578857, ' ?\n\n': -5.627627849578857, ' Option': -5.877627849578857, ' According': -5.940127849578857, ' Given': -6.377627849578857}"
462,id_trial0_n462,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing legal immigrations into the US should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing legal immigrations into the US should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -0.8340639472007751, ' B': -1.20906400680542, ' C': -1.83406400680542, ' D': -3.14656400680542, ' The': -4.70906400680542, ' I': -4.70906400680542, ' Option': -5.45906400680542, ' According': -5.64656400680542, ' ': -6.45906400680542, ' Let': -6.52156400680542}"
463,id_trial0_n463,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do make good decisions about international trade?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do make good decisions about international trade?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -0.9647321701049805, ' A': -1.5897321701049805, ' C': -2.2147321701049805, ' B': -2.3397321701049805, ' ?\n\n': -2.7772321701049805, ' D': -2.9647321701049805, ' ?\n': -4.2772321701049805, ' Option': -4.3397321701049805, ' To': -5.2147321701049805, ' The': -5.2772321701049805}"
464,id_trial0_n464,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with the threat of terrorism?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with the threat of terrorism?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -1.300717830657959, ' A': -1.300717830657959, ' D': -2.238217830657959, ' C': -2.363217830657959, ' ?\n\n': -2.425717830657959, ' B': -2.550717830657959, ' ?\n': -3.800717830657959, ' Option': -4.800717830657959, ' The': -5.488217830657959, ' To': -5.613217830657959}"
465,id_trial0_n465,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do make good decisions about the use of military force?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do make good decisions about the use of military force?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -0.929962158203125, ' A': -2.054962158203125, ' D': -2.179962158203125, ' C': -2.179962158203125, ' B': -2.554962158203125, ' ?\n\n': -2.742462158203125, ' ?\n': -3.992462158203125, ' The': -4.742462158203125, ' ': -5.179962158203125, ' To': -5.179962158203125}"
466,id_trial0_n466,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with global climate change?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with global climate change?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -1.0896763801574707, ' A': -1.3396763801574707, ' D': -2.4646763801574707, ' ?\n\n': -2.5271763801574707, ' C': -2.5271763801574707, ' B': -2.6521763801574707, ' ?\n': -3.9021763801574707, ' Option': -4.777176380157471, ' To': -5.089676380157471, ' ______': -5.652176380157471}"
467,id_trial0_n467,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do improve relationships with our allies?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do improve relationships with our allies?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' A': -0.9456315040588379, ' E': -1.570631504058838, ' B': -2.133131504058838, ' C': -2.570631504058838, ' ?\n\n': -2.633131504058838, ' D': -3.008131504058838, ' ?\n': -3.945631504058838, ' Option': -4.508131504058838, ' To': -5.195631504058838, ' The': -5.695631504058838}"
468,id_trial0_n468,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with China?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with China?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -1.393367886543274, ' A': -1.643367886543274, ' D': -2.0183677673339844, ' C': -2.0183677673339844, ' B': -2.2058677673339844, ' ?\n\n': -2.5183677673339844, ' ?\n': -4.018367767333984, ' Option': -4.268367767333984, ' \n\n': -5.455867767333984, ' The': -5.518367767333984}"
469,id_trial0_n469,"Question: How much, if at all, do you think the US benefits from being a member of north Atlantic Treaty Organization, or NATO organizations?
","Question: How much, if at all, do you think the US benefits from being a member of north Atlantic Treaty Organization, or NATO organizations?
A. A great deal
B. A fair amount
C. Not too much
D. Not at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Not at all', 'E': 'Refused'}","{' E': -0.8102880716323853, ' A': -1.4352880716323853, ' C': -2.3102879524230957, ' B': -2.6227879524230957, ' ?\n\n': -3.4352879524230957, ' D': -3.8102879524230957, ' Option': -4.247787952423096, ' ?\n': -4.997787952423096, ' The': -5.185287952423096, ' ': -5.247787952423096}"
470,id_trial0_n470,"Question: How much, if at all, do you think the US benefits from being a member of the United Nations organizations?
","Question: How much, if at all, do you think the US benefits from being a member of the United Nations organizations?
A. A great deal
B. A fair amount
C. Not too much
D. Not at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Not at all', 'E': 'Refused'}","{' A': -0.9452911615371704, ' E': -1.4452911615371704, ' B': -1.9452911615371704, ' C': -2.445291042327881, ' ?\n\n': -3.257791042327881, ' D': -3.945291042327881, ' Option': -4.070291042327881, ' ?\n': -4.632791042327881, ' Not': -5.070291042327881, ' The': -5.257791042327881}"
471,id_trial0_n471,"Question: How much, if at all, do you think the US benefits from being a member of the World Health Organization, or WHO organizations?
","Question: How much, if at all, do you think the US benefits from being a member of the World Health Organization, or WHO organizations?
A. A great deal
B. A fair amount
C. Not too much
D. Not at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Not at all', 'E': 'Refused'}","{' E': -0.7657845616340637, ' A': -1.515784502029419, ' C': -2.765784502029419, ' ?\n\n': -2.828284502029419, ' B': -2.890784502029419, ' D': -3.265784502029419, ' ?\n': -4.515784740447998, '________': -4.703284740447998, ' Option': -4.703284740447998, ' __': -4.765784740447998}"
472,id_trial0_n472,"Question: Overall, do you think current economic relations between the US and China are very good, somewhat good, somewhat bad or very bad?
","Question: Overall, do you think current economic relations between the US and China are very good, somewhat good, somewhat bad or very bad?
A. Very good
B. Somewhat good
C. Somewhat bad
D. Very bad
E. Refused
Answer:","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'Refused'}","{' E': -1.2282719612121582, ' A': -1.6657719612121582, ' B': -2.415771961212158, ' ?\n\n': -2.415771961212158, ' D': -2.603271961212158, ' C': -2.728271961212158, ' To': -3.540771961212158, ' ?\n': -3.853271961212158, ' The': -4.165771961212158, ' Option': -4.478271961212158}"
473,id_trial0_n473,"Question: Please indicate how much of a problem, if at all, the following would be for the US: China's growing technological power
","Question: Please indicate how much of a problem, if at all, the following would be for the US: China's growing technological power
A. Very serious problem
B. Somewhat serious problem
C. Not too serious of a problem
D. Not a problem at all
E. Refused
Answer:","['Very serious problem', 'Somewhat serious problem', 'Not too serious of a problem', 'Not a problem at all', 'Refused']","{'A': 'Very serious problem', 'B': 'Somewhat serious problem', 'C': 'Not too serious of a problem', 'D': 'Not a problem at all', 'E': 'Refused'}","{' E': -1.0743117332458496, ' B': -1.1993117332458496, ' C': -1.9493117332458496, ' A': -2.5743117332458496, ' D': -2.6993117332458496, ' ?\n\n': -4.44931173324585, ' Option': -4.51181173324585, ' I': -5.38681173324585, ' ': -5.44931173324585, ' \n\n': -5.44931173324585}"
474,id_trial0_n474,"Question: When it comes to whether or not to limit Chinese students studying in the US, do you
","Question: When it comes to whether or not to limit Chinese students studying in the US, do you
A. Strongly support limiting Chinese students
B. Somewhat support limiting Chinese students
C. Somewhat oppose limiting Chinese students
D. Strongly oppose limiting Chinese students
E. Refused
Answer:","['Strongly support limiting Chinese students', 'Somewhat support limiting Chinese students', 'Somewhat oppose limiting Chinese students', 'Strongly oppose limiting Chinese students', 'Refused']","{'A': 'Strongly support limiting Chinese students', 'B': 'Somewhat support limiting Chinese students', 'C': 'Somewhat oppose limiting Chinese students', 'D': 'Strongly oppose limiting Chinese students', 'E': 'Refused'}","{' E': -0.8291711807250977, ' D': -1.8291711807250977, ' A': -2.0791711807250977, ' B': -2.7666711807250977, ' C': -3.0166711807250977, ' To': -3.0791711807250977, ' ?\n\n': -4.016671180725098, ' Option': -4.079171180725098, ' Please': -4.329171180725098, ' I': -4.829171180725098}"
